business_name,city,county,state,latitude,longitude,location_type,partial_match
Artis Senior Living Of Boca Raton,Boca Raton,Palm Beach,florida,26.4024019,-80.0757221,ROOFTOP,True
Artis Senior Living Of Davie,Davie,Broward,florida,26.0849437,-80.3116378,ROOFTOP,True
Arvis Senior Care Corporation,Miami,Miami-Dade,florida,25.7631928,-80.3104592,ROOFTOP,True
Ary'S Alf Center Corp,Tampa,Hillsborough,florida,27.9839044,-82.5539886,ROOFTOP,True
Ashley Manor,Delray Beach,Palm Beach,florida,26.4614625,-80.0728201,APPROXIMATE,True
Ashton Place Corp,Sarasota,Sarasota,florida,27.27764,-82.486251,ROOFTOP,True
Assisted Living Of Broward.,Pembroke Pines,Broward,florida,25.9972079,-80.38342759999999,ROOFTOP,True
Assisted Living Of Palm Beach Gardens,Palm Beach Gardens,Palm Beach,florida,26.8396096,-80.1019144,APPROXIMATE,True
Assisted Living Of Spring Hill,Spring Hill,Hernando,florida,28.4796858,-82.5443043,ROOFTOP,True
Assisted Living Of Westchester,Miami,Miami-Dade,florida,25.7445012,-80.3639946,ROOFTOP,True
Assisted Living Retirement Home Ii,Miami,Miami-Dade,florida,25.7440275,-80.2391741,ROOFTOP,True
Assisted Living Retirement Homes I,Miami,Miami-Dade,florida,25.775193,-80.2236533,ROOFTOP,True
Assisted Living Retirement Homes Iii,Miami,Miami-Dade,florida,25.775193,-80.2236533,ROOFTOP,True
Assured Care Alf,Riverview,Hillsborough,florida,27.8661364,-82.32648089999999,APPROXIMATE,True
Assured Care Alf North,Brandon,Hillsborough,florida,27.9227633,-82.2969586,ROOFTOP,True
Astoria Assisted Retirement Living,Winter Haven,Polk,florida,28.0222435,-81.7328567,APPROXIMATE,True
At Home Care Assisted Living Facility,Eustis,Lake,florida,28.9602266,-81.449446,ROOFTOP,True
Atlantic Shore Retirement Residence,Pompano Beach,Broward,florida,26.2378597,-80.1247667,APPROXIMATE,True
Atlantis Senior Care Residence,Oakland Park,Broward,florida,26.1723065,-80.1319893,APPROXIMATE,True
Atria Park Of St Joseph'S,Jupiter,Palm Beach,florida,26.9310544,-80.12972979999999,ROOFTOP,True
Atrium At Boca Raton The,Boca Raton,Palm Beach,florida,26.3628373,-80.1080257,ROOFTOP,True
Atrium At Liberty Park,Cape Coral,Lee,florida,26.6797962,-81.9238204,ROOFTOP,True
Atrium Gardens Alf,Tampa,Hillsborough,florida,28.0699414,-82.47426899999999,ROOFTOP,True
Audrey'S Tlc I,Sunrise,Broward,florida,26.1669711,-80.25659499999999,APPROXIMATE,True
Audrey'S Tlc Ii,N Lauderdale,Broward,florida,26.217305,-80.2258811,APPROXIMATE,True
Aum Haven Alf,Kissimmee,Osceola,florida,28.2919557,-81.40757099999999,APPROXIMATE,True
Aurora 25 Alf Corp,Miami,Miami-Dade,florida,25.7455636,-80.33077810000002,ROOFTOP,True
Aurora Garden Care,New Port Richey,Pasco,florida,28.2441768,-82.7192671,APPROXIMATE,True
Aurora Of The Treasure Coast,Fort Pierce,St. Lucie,florida,27.553844,-80.3705449,ROOFTOP,True
Austin Group (The),Lutz,Hillsborough,florida,28.1511243,-82.4614831,APPROXIMATE,True
Autumn House,Melbourne,Brevard,florida,28.2368018,-80.7066992,ROOFTOP,True
Ava Cares I,Brandon,Hillsborough,florida,27.9078213,-82.2681075,ROOFTOP,True
Avalon Family Resort Assisted Living,Port Saint Lucie,St. Lucie,florida,27.2236663,-80.3492254,ROOFTOP,True
Avalon Park Retirement Residence.,Hollywood,Broward,florida,26.0152033,-80.21221729999999,ROOFTOP,True
Aventura Bay Place,Saint Petersburg,Pinellas,florida,27.8676312,-82.641556,ROOFTOP,True
Avery Cottage Alf,West Palm Beach,Palm Beach,florida,26.6609544,-80.1054509,ROOFTOP,True
Avon Manor,Fort Lauderdale,Broward,florida,26.0884636,-80.146079,ROOFTOP,True
Azalea Gardens Alzheimer'S Special Care Center,Tallahassee,Leon,florida,30.538,-84.233469,ROOFTOP,True
Azalea Manor,Orlando,Orange,florida,28.5428204,-81.3070389,ROOFTOP,True
Azalea Manor,Saint Petersburg,Pinellas,florida,27.7837717,-82.634924,ROOFTOP,True
Azaleas Alf,Zephyrhills,Pasco,florida,28.2444488,-82.1733435,ROOFTOP,True
Azpira Of Windermere,Windermere,Orange,florida,28.4955593,-81.53479519999999,APPROXIMATE,True
B & V La Belle Vie Assisted Living,Palm Bay,Brevard,florida,28.0014912,-80.6626532,ROOFTOP,True
Balbina Home Care,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Balmoral Assisted Living,Lake Placid,Highlands,florida,27.3011039,-81.3499325,ROOFTOP,True
Balmore House,West Palm Beach,Palm Beach,florida,26.734299,-80.114918,GEOMETRIC_CENTER,True
Balmore Place Assisted Living Facility,Loxahatchee,Palm Beach,florida,26.801075,-80.2661239,ROOFTOP,True
Bamboo Villas Assisted Living Facility,Tampa,Hillsborough,florida,27.9920462,-82.4883894,ROOFTOP,True
Banana River Villas,Merritt Island,Brevard,florida,28.3828562,-80.6681776,GEOMETRIC_CENTER,False
Banyan Place,Boca Raton,Palm Beach,florida,26.3781692,-80.09360769999999,ROOFTOP,True
Banyan Place-Lantana,Lantana,Palm Beach,florida,26.5938346,-80.0682891,ROOFTOP,True
Barnett Lakeview Alf,Hollywood,Broward,florida,25.9797882,-80.1804742,ROOFTOP,True
Barnett Woodland Alf,West Park,Broward,florida,25.9846068,-80.20255829999999,APPROXIMATE,True
Barrington Terrace - Ft Myers,Fort Myers,Lee,florida,26.4993569,-81.9113674,ROOFTOP,True
Barrington Terrace At Boynton Beach,Boynton Beach,Palm Beach,florida,26.5146132,-80.0909832,ROOFTOP,True
Barrington Terrace Of Naples,Naples,Collier,florida,26.104959,-81.7445838,ROOFTOP,True
Bartram Lakes Assisted Living,Jacksonville,Duval,florida,30.1356119,-81.5380103,ROOFTOP,True
Baxter'S Adult Living Facility,Port St Lucie,St. Lucie,florida,27.2730492,-80.3582261,APPROXIMATE,True
Bay Breeze Senior Living And Rehabilitation Center,Gulf Breeze,Santa Rosa,florida,30.3861323,-87.0824825,ROOFTOP,True
Bay Home,Saint Petersburg,Pinellas,florida,27.7521585,-82.632369,GEOMETRIC_CENTER,True
Bay Isles Senior Care,Port Saint Lucie,St. Lucie,florida,27.2376948,-80.4019393,ROOFTOP,True
Bay Oaks Historic Retirement Residence,Miami,Miami-Dade,florida,25.8089689,-80.18767950000002,ROOFTOP,True
Bay Port Of Fort Walton Beach,Fort Walton Beach,Okaloosa,florida,30.4139108,-86.6298099,ROOFTOP,True
Bay Village Of Sarasota,Sarasota,Sarasota,florida,27.2290821,-82.49850459999999,ROOFTOP,True
Bay Village Of Sarasota,Sarasota,Sarasota,florida,27.2290821,-82.49850459999999,ROOFTOP,True
Bay Wood Senior Living,Pinellas Park,Pinellas,florida,27.8535146,-82.7012385,ROOFTOP,True
Bayamo Assisted Living Facility,Port Saint Lucie,St. Lucie,florida,27.2850566,-80.385425,ROOFTOP,True
Bayou Gardens,Palm Harbor,Pinellas,florida,28.0793325,-82.7440556,ROOFTOP,True
Bayou Gardens Dunedin,Dunedin,Pinellas,florida,28.0490281,-82.76650149999999,ROOFTOP,True
Bayshore Guest Home,Nokomis,Sarasota,florida,27.1315111,-82.4671639,ROOFTOP,True
Bayshore Memory Care,Naples,Collier,florida,26.2714806,-81.7869821,ROOFTOP,True
Bayshore Place,Sarasota,Sarasota,florida,27.361769,-82.553912,GEOMETRIC_CENTER,False
Bayside Senior Living,Fort Myers,Lee,florida,26.6610497,-81.89376539999999,ROOFTOP,True
Bayside Terrace Senior Living,Pinellas Park,Pinellas,florida,27.8573095,-82.6946955,ROOFTOP,True
Baytree Lakeside,Saint Petersburg,Pinellas,florida,27.7862244,-82.641565,GEOMETRIC_CENTER,True
Beach House Assisted Living And Memory Care,Jacksonville Beach,Duval,florida,30.2902302,-81.4048071,ROOFTOP,True
Beach House Assisted Living And Memory Care At Wiregrass Ranch,Wesley Chapel,Pasco,florida,28.2012313,-82.3214441,ROOFTOP,True
Beach House Naples Assisted Living & Memory Care,Naples,Collier,florida,26.1441757,-81.76802090000001,ROOFTOP,True
Beachside Living,Pompano Beach,Broward,florida,26.238894,-80.0911733,ROOFTOP,True
Bear Lake Retirement Home,Apopka,Orange,florida,28.6548464,-81.44289560000001,ROOFTOP,True
Bedrock Care At Southern Life Assisted Living,Lake Placid,Highlands,florida,27.3249549,-81.37093349999999,ROOFTOP,True
Beehive Homes Of Gulf Breeze,Gulf Breeze,Santa Rosa,florida,30.3571438,-87.1638574,APPROXIMATE,True
Beehive Homes Of Gulf Breeze,Gulf Breeze,Santa Rosa,florida,30.3571438,-87.1638574,APPROXIMATE,True
Beehive Homes Of Lynn Haven,Panama City,Bay,florida,30.23210899999999,-85.61598959999999,ROOFTOP,True
Beehive Homes Of Niceville,Niceville,Okaloosa,florida,30.4954176,-86.43886680000001,ROOFTOP,True
Beeva Place Assisted Living Facility,Royal Palm Beach,Palm Beach,florida,26.7184015,-80.2199124,ROOFTOP,True
Beggs Pointe Alf,Orlando,Orange,florida,28.6259187,-81.4367789,ROOFTOP,True
Belen Home Care,West Palm Beach,Palm Beach,florida,26.7153424,-80.0533746,APPROXIMATE,True
Bella Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Bella Luna Retirement Home Ii,Miami,Miami-Dade,florida,25.956687,-80.143194,ROOFTOP,True
Bella Rose Alf,Tampa,Hillsborough,florida,28.028752,-82.46714999999999,ROOFTOP,True
Bella Senior Living,Daytona Beach,Volusia,florida,29.1968329,-81.06361919999999,ROOFTOP,True
Bella Vida At Lake Forest,Mount Dora,Lake,florida,28.799827,-81.684235,GEOMETRIC_CENTER,True
Bellagio Palms Alf Ii.,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Belleair Manor,Clearwater,Pinellas,florida,27.9844742,-82.7456968,GEOMETRIC_CENTER,False
Belmont Village Ft Lauderdale,Fort Lauderdale,Broward,florida,26.138973,-80.111234,ROOFTOP,True
Belvedere Commons Of Fort Walton Beach,Fort Walton Beach,Okaloosa,florida,30.4514354,-86.6308365,ROOFTOP,True
Belvedere Commons Of Sun City Center,Sun City Center,Hillsborough,florida,27.7153068,-82.37283090000001,ROOFTOP,True
Beneva Lakes Assisted Living Center,Sarasota,Sarasota,florida,27.327974,-82.495476,ROOFTOP,True
Benrac Home Alf,Valrico,Hillsborough,florida,27.9462615,-82.2420317,APPROXIMATE,True
Bentley Village,Naples,Collier,florida,26.306405,-81.80644559999999,ROOFTOP,True
Benton House At Oakleaf,Jacksonville,Duval,florida,30.1912041,-81.8455899,ROOFTOP,True
Benton House Of Clermont,Clermont,Lake,florida,28.5421528,-81.6833714,ROOFTOP,True
Benton House Of Narcoossee,Saint Cloud,Osceola,florida,28.3341772,-81.2292647,ROOFTOP,True
Benton House Of Oviedo,Chuluota,Seminole,florida,28.6538662,-81.1650748,ROOFTOP,True
Benton House Of Port Orange,Port Orange,Volusia,florida,29.063991,-81.043849,ROOFTOP,True
Benton House Of St. Johns,Saint Augustine,St. Johns,florida,30.055067,-81.5308685,ROOFTOP,True
Bermudez Senior Care,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Berryhill Manor Retirement Center,Milton,Santa Rosa,florida,30.6365909,-87.0770721,ROOFTOP,True
Best Care Senior Living At Heritage Manor,Tampa,Hillsborough,florida,28.066239,-82.4381829,ROOFTOP,True
Best Care Senior Living At Port Richey,Port Richey,Pasco,florida,28.2742744,-82.7170106,ROOFTOP,True
Best Care Senior Living At Punta Gorda,Punta Gorda,Charlotte,florida,26.9194005,-82.05105689999999,ROOFTOP,True
Best Care Senior Living At Saint Joseph,Tampa,Hillsborough,florida,27.9817423,-82.485778,ROOFTOP,True
Best Care Senior Living At St Pete,Saint Petersburg,Pinellas,florida,27.7823225,-82.64588380000001,ROOFTOP,True
Best Care Senior Living At Winter Haven,Winter Haven,Polk,florida,28.0213533,-81.6960928,ROOFTOP,True
Best Sweet Home Alf,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Bethel Alf,Miami,Miami-Dade,florida,25.6341771,-80.4419369,ROOFTOP,True
Bethesda Assisted Living,Lake Worth,Palm Beach,florida,26.6167555,-80.0684479,APPROXIMATE,True
Bethesda On Turkey Creek,Palm Bay,Brevard,florida,28.0273473,-80.5853398,ROOFTOP,True
Better Days Senior Living,Jacksonville,Duval,florida,30.3189872,-81.6891534,ROOFTOP,True
Better Days Senior Living Orange Park,Orange Park,Clay,florida,30.12640159999999,-81.773618,ROOFTOP,True
Better Life Corp,Miami,Miami-Dade,florida,25.748796,-80.3049014,ROOFTOP,True
Beyond Our Dreams Alf Corp,Miami,Miami-Dade,florida,25.5274557,-80.40950269999999,ROOFTOP,True
Binda Assisted Living,Coral Springs,Broward,florida,26.2712231,-80.2706032,GEOMETRIC_CENTER,True
Bird Lakes Facility Care,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Bird'S Eye Residence,Margate,Broward,florida,26.2445263,-80.206436,APPROXIMATE,True
Bishop Christian Home,Jacksonville,Duval,florida,30.3455183,-81.633113,ROOFTOP,True
Bishop Grady Villas,Saint Cloud,Osceola,florida,28.2540183,-81.3099365,GEOMETRIC_CENTER,True
Blake At Hamlin The,Winter Garden,Orange,florida,28.4809684,-81.62789149999999,ROOFTOP,True
Blake At Miramar Beach The,Miramar Beach,Walton,florida,30.3835515,-86.3572239,ROOFTOP,True
Blake At Panama City Beach The,Panama City Beach,Bay,florida,30.204421,-85.829157,ROOFTOP,True
Blanca Azuzena Home Care,Homestead,Miami-Dade,florida,25.4687224,-80.4775569,APPROXIMATE,True
Blanco Home Health Care Corporation,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Blessed Golden Years,Miami,Miami-Dade,florida,25.7616798,-80.1917902,APPROXIMATE,True
Blessed Home Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Blessing Alf,N Miami Beach,Miami-Dade,florida,25.9331488,-80.1625463,APPROXIMATE,True
Blessing Time Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Blessings Assisted Living,Port Saint Lucie,St. Lucie,florida,27.2730492,-80.3582261,APPROXIMATE,True
Blue Fountain Home Care,Palm Bay,Brevard,florida,27.9717396,-80.64894939999999,ROOFTOP,True
Blue Fountain Ii Home Care,Palm Bay,Brevard,florida,27.9982615,-80.6603611,ROOFTOP,True
Blue Fountain Iii Home Care,Palm Bay,Brevard,florida,27.9982615,-80.6603611,ROOFTOP,True
Blue Haven Assisted Living,Leesburg,Lake,florida,28.810823,-81.87785819999999,APPROXIMATE,True
Blue Heron Assisted Living,Wesley Chapel,Pasco,florida,28.227568,-82.3575627,ROOFTOP,True
Blue Point Home Care,Cutler Bay,Miami-Dade,florida,25.5808323,-80.34685929999999,APPROXIMATE,True
Blue Ribbon Care Assisted Living Facility Ii,Boca Raton,Palm Beach,florida,26.3683064,-80.1289321,APPROXIMATE,True
Blue Ribbon Care Assisted Living Facility,Palm Springs,Palm Beach,florida,26.6366108,-80.09000689999999,ROOFTOP,True
Blue Sky Group Home,Miami,Miami-Dade,florida,25.7472222,-80.3388889,ROOFTOP,True
Bma Assisted Living Facility Corp,Miami,Miami-Dade,florida,25.7771513,-80.24986369999999,ROOFTOP,True
Bormey Assisted Living Facilities,Tampa,Hillsborough,florida,27.950575,-82.4571776,APPROXIMATE,True
Bosan Residence Corp,Miami,Miami-Dade,florida,25.7937998,-80.3396365,ROOFTOP,True
Bosch Alf,Miami,Miami-Dade,florida,25.7686022,-80.26408839999999,ROOFTOP,True
Boswell Manor,Bonifay,Holmes,florida,30.818669,-85.654395,ROOFTOP,True
Bowe'S Retirement Homes,Fort Pierce,St. Lucie,florida,27.4467056,-80.3256056,APPROXIMATE,True
Bradenton Palms Alf I,Bradenton,Manatee,florida,27.4952923,-82.58412799999999,ROOFTOP,True
Braybrook Residence,Hudson,Pasco,florida,28.3385418,-82.69570039999999,ROOFTOP,True
Brendlyn Assisted Living,Palm Coast,Flagler,florida,29.5984113,-81.23099479999999,ROOFTOP,True
Brennity At Melbourne (The),Melbourne,Brevard,florida,28.2288806,-80.7398903,ROOFTOP,True
Brentwood At Fore Ranch,Ocala,Marion,florida,29.1420013,-82.2027296,ROOFTOP,True
Brentwood Retirement Community,Lecanto,Citrus,florida,28.90396579999999,-82.4652766,ROOFTOP,True
Bridge Assisted Living At Life Care Center Of Orlando (The),Orlando,Orange,florida,28.629861,-81.39707930000002,ROOFTOP,True
Bridge At Life Care Center Of Ocala (The),Ocala,Marion,florida,29.14703219999999,-82.1702914,ROOFTOP,True
Bridgepointe Assisted Living Facility,Pompano Beach,Broward,florida,26.2378597,-80.1247667,APPROXIMATE,True
Bridgeport Senior Living - Port Cardiff,Altamonte Springs,Seminole,florida,28.6506947,-81.4012152,ROOFTOP,True
Bridgeport Senior Living - Port Margate,Altamonte Springs,Seminole,florida,28.6506947,-81.4012152,ROOFTOP,True
Bridgeport Senior Living - Port Springs,Altamonte Springs,Seminole,florida,28.6506947,-81.4012152,ROOFTOP,True
Bridgeport Senior Living,Orlando,Orange,florida,28.6506947,-81.4012152,ROOFTOP,True
Bridgeport Senior Living-Port Isle,Belle Isle,Orange,florida,28.4731216,-81.34544170000001,APPROXIMATE,True
Bridgeport Senior Living-Port Maitland,Maitland,Orange,florida,28.6506947,-81.4012152,ROOFTOP,True
Bridges To Care Assisted Living,Kissimmee,Osceola,florida,28.2919557,-81.40757099999999,APPROXIMATE,True
Bridgewater At Waterman Village (The),Mount Dora,Lake,florida,28.8225555,-81.6486716,ROOFTOP,True
Bridgewater Park Assisted Living,Ocala,Marion,florida,29.0899398,-82.2549654,ROOFTOP,True
Bright Horizons Of Coral Springs.,Coral Springs,Broward,florida,26.2317285,-80.2418057,ROOFTOP,True
Bright Horizons Of Ramblewood.,Coral Springs,Broward,florida,26.2428079,-80.2404279,ROOFTOP,True
Bright Morning Star Assisted Living Facility,Chuluota,Seminole,florida,28.6418949,-81.12365439999999,APPROXIMATE,True
Bright Years,Hialeah,Miami-Dade,florida,25.8389831,-80.284026,GEOMETRIC_CENTER,True
Brighten Assisted Living Facility,Port Saint Lucie,St. Lucie,florida,27.2730492,-80.3582261,APPROXIMATE,True
Brighton Gardens Of Boca Raton,Boca Raton,Palm Beach,florida,26.3683064,-80.1289321,APPROXIMATE,True
Brightstar Assisted Living,Port Saint Lucie,St. Lucie,florida,27.2730492,-80.3582261,APPROXIMATE,True
Brilliance Assisted Living Edgewater,Edgewater,Volusia,florida,28.9686306,-80.894899,ROOFTOP,True
Brisas Del Caribe Alf Ii,Brandon,Hillsborough,florida,27.9117797,-82.2751007,ROOFTOP,True
Brisas Del Caribe Alf,Brandon,Hillsborough,florida,27.9117797,-82.2751007,ROOFTOP,True
Brisiana Manor Alf,Sarasota,Sarasota,florida,27.3372436,-82.48360869999999,ROOFTOP,True
Brito'S Home 3,Miami Gardens,Miami-Dade,florida,25.85619,-80.3183539,ROOFTOP,True
Brito'S Home Corporation,Hialeah,Miami-Dade,florida,25.85619,-80.3183539,ROOFTOP,True
Britos Home Ii Corporation,Miami Gardens,Miami-Dade,florida,25.945496,-80.3220242,ROOFTOP,True
Brookdale Altamonte Springs,Altamonte Springs,Seminole,florida,28.6669454,-81.4037803,ROOFTOP,True
Brookdale Avondale,Jacksonville,Duval,florida,30.291092,-81.71944479999999,ROOFTOP,True
Brookdale Bayshore,Tampa,Hillsborough,florida,27.8933797,-82.4861401,ROOFTOP,True
Brookdale Bluewater Bay,Niceville,Okaloosa,florida,30.4877567,-86.4183044,ROOFTOP,True
Brookdale Bonita Springs,Bonita Springs,Lee,florida,26.3493056,-81.8105891,ROOFTOP,True
Brookdale Bradenton Gardens,Bradenton,Manatee,florida,27.4418575,-82.58847800000001,ROOFTOP,True
Brookdale Canopy Oaks,Ocala,Marion,florida,29.0911833,-82.2535846,ROOFTOP,True
Brookdale Cape Coral,Cape Coral,Lee,florida,26.6258376,-81.9568917,ROOFTOP,True
Brookdale Centre Pointe Boulevard,Tallahassee,Leon,florida,30.4712079,-84.23535079999999,ROOFTOP,True
Brookdale Chambrel Pinecastle,Ocala,Marion,florida,29.1591884,-82.1131039,ROOFTOP,True
Brookdale Chambrel Pinecastle,Ocala,Marion,florida,29.1591884,-82.1131039,ROOFTOP,True
Brookdale Colonial Park,Sarasota,Sarasota,florida,27.297889,-82.4738079,ROOFTOP,True
Brookdale Conway,Orlando,Orange,florida,28.5152715,-81.3141164,ROOFTOP,True
Brookdale Crown Point,Jacksonville,Duval,florida,30.1939649,-81.6118678,ROOFTOP,True
Brookdale Deer Creek,Deerfield Beach,Broward,florida,26.3187337,-80.1370075,ROOFTOP,True
Brookdale Deer Creek Sarasota,Sarasota,Sarasota,florida,27.2289725,-82.4837489,ROOFTOP,True
Brookdale Deland,Deland,Volusia,florida,29.0504786,-81.3172522,ROOFTOP,True
Brookdale Destin,Destin,Walton,florida,30.3857083,-86.30560059999999,ROOFTOP,True
Brookdale Dr Phillips Al,Orlando,Orange,florida,28.4855715,-81.4925252,ROOFTOP,True
Brookdale Dr Phillips Mc,Orlando,Orange,florida,28.4855715,-81.4925252,ROOFTOP,True
Brookdale Fort Myers Cypress Lake,Fort Myers,Lee,florida,26.5469623,-81.8822891,ROOFTOP,True
Brookdale Fort Myers Lakes Park,Fort Myers,Lee,florida,26.5287627,-81.8889131,ROOFTOP,True
Brookdale Fort Myers The Colony,Fort Myers,Lee,florida,26.5435549,-81.8274369,ROOFTOP,True
Brookdale Fort Walton Beach,Fort Walton Beach,Okaloosa,florida,30.4427818,-86.6456051,ROOFTOP,True
Brookdale Hermitage Boulevard,Tallahassee,Leon,florida,30.4913953,-84.2484302,ROOFTOP,True
Brookdale Highlands,Lakeland,Polk,florida,27.9872645,-81.9213615,ROOFTOP,True
Brookdale Jensen Beach,Jensen Beach,Martin,florida,27.2242158,-80.21401159999999,ROOFTOP,True
Brookdale Lake Mary,Lake Mary,Seminole,florida,28.7537232,-81.3378547,ROOFTOP,True
Brookdale Lake Orienta,Altamonte Springs,Seminole,florida,28.661489,-81.3706162,ROOFTOP,True
Brookdale Lake Tavares,Tavares,Lake,florida,28.8061486,-81.7158196,ROOFTOP,True
